"algorithm","model","MSE_CV","MSE_training","MSE_testing","MSE_mean","error_training_mean","error_training_SEM","error_training_max","error_training_percent_mean","error_training_percent_SEM","error_training_percent_max","error_testing_mean","error_testing_SEM","error_testing_max","error_testing_percent_mean","error_testing_percent_SEM","error_testing_percent_max","error_mean_mean","error_mean_SEM","error_mean_max","error_mean_percent_mean","error_mean_percent_SEM","error_mean_percent_max","algorithm_run_time","time_performance_CV","time_prediction_training","time_performance_training","time_prediction_testing","time_performance_testing","time_prediction_mean","time_performance_mean","time_errors","n_models","n_training","n_testing","n_mean"
"GLM",1,1.23282741783885,1.17473831315606,2.22644274418997,0.0812995088811953,0.794817294534335,0.0954279761504983,3.54970069111826,3.19310517255817,0.380732479109069,13.9568713882101,1.15220067894139,0.23018886493042,3.09789677536514,4.60405376408223,0.917889712684981,13.970889286611,0.231320024058358,0.0654134952663637,0.609253196842655,0.92808842422646,0.262823030055596,2.05536846658184,457.639857053757,0.0917177200317383,7.05772185325623,0.0959954261779785,8.19716835021973,8.39125418663025,7.28861236572266,58.6076192855835,5.9956681728363,1000,130,43,20
"RF",402,1.19619404324995,1.20497917019745,1.64655788366322,0.254445494095209,0.509688732745317,0.0612551025527958,2.62087089064049,2.03961799911783,0.240032460326045,8.30264679848134,0.961543532058398,0.197618137447686,3.30838676445817,3.81808319426896,0.771712953031358,11.2632729079031,0.448518959746055,0.0988502862230939,0.97018683193782,1.83261911790054,0.400673431788078,4.87041582298102,559.507657766342,0.0968549251556396,10.156270980835,0.341702461242676,8.77423119544983,9.23868012428284,7.85049319267273,162.319501399994,5.58854007720947,1000,130,43,20
"GBM",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"DL",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"GLM",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"RF",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"GBM",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"DL",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"GLM",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"RF",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"GBM",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
"DL",0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0,130,43,20
